question_id,question,answer,article_ids
q_00056,I would like to know how many options Wix offers per product.,"You can have up to 6 product options, 100 option choices, and a total of 1000 variants.",979c6547854102876ed45799be73f2318ec3d52c2705586f883e9d5f9b204a15
q_00057,I would like to know how many sites I can have.,"With Wix, you're not just limited to creating a single site. You can create as many as you need to manage multiple businesses, separate your personal site or blog, or experiment with different designs. If you reach the limit of free sites you can have within your account, you can [move old sites to trash] (https://support.wix.com/en/article/moving-a-site-to-trash) or [upgrade your sites to Premium] (https://support.wix.com/en/article/upgrading-your-site-to-premium-3066683).",78dc0abf7cd09064c04990aea88a340dffa118def85ee43bf18ec4eb315d47fe
q_00058,I would like to know how to set up a policy agreement checkbox during checkout in Wix Stores.,"I see that you would like to add a checkout policy to your Wix Store. You can add one to the checkout, which will prompt customers to agree to your terms before checkout. Please navigate to [Checkout Settings](https://www.wix.com/my-account/site-selector/?buttonText=Go%20to%20Checkout%20Settings&title=Select%20a%20Site&autoSelectOnSingleSite=true&actionUrl=https://www.wix.com/dashboard/{{metaSiteId}}/ecom-platform/checkout-settings) and scroll to the Policies section. Select the policies you want to create, and then enter the policy text.",fee90bfe3add5c0b9da4bf8c8c34b2d0ef79e802d7b8410b961c46df370ce336
q_00059,"I'd like to see what items my customers added to their cart, and how items were sold","In order to view your sales reports please follow: [Go to Reports](https://www.wix.com/my-account/site-selector/?title=Select%20a%20Site&buttonText=Analytics%20Reports&actionUrl=https%3A%2F%2Fmanage.wix.com%2Fdashboard%2F%7B%7BmetaSiteId%7D%7D%2Fanalytics/reports/?referralInfo=sidebar) in your site's dashboard. View the reports in the Sales section. Choose a report type below to learn more: - Store Conversion Funnel over Time Use this report to spot trends in your store's conversion funnel. The combo chart displays a conversion measure, such as product views or added to cart, and a rate, such as checkout completion.",3c497f685ef01dea8fc0e5b2e4f848ed5306b1ebe2c6b291477269a4266d6d98;33dfa4eb3abc1c459f4b8f24cb14757f39c1b9c7c13f598cf904b9d395cc6970
q_00060,I would like to know the cost of 1 business starter Google Workspace email.,"To purchase a Google Workspace business email: [Go to Business Email](https://manage.wix.com/account/mailboxes) in your Wix account. Click Get a Business Email. Note: If you have more than one domain, select the relevant domain from the list and click Select. Set the quantity of business emails you want to purchase and enter your email prefix(es). Click Continue. Select the Google Workspace plan you want. Choose a business email subscription: Monthly or Yearly. Click Continue to Checkout. Select your payment method and click Submit Purchase.",bb528ecfbf28534c702f7e30e97e1709741bb421299f376de6cb2bc8d8226fc4
q_00061,I would like to unpublish my site.,"To unpublish your site, you can follow these steps: 1. Access your [Site Manager](https://www.wix.com/my-account/site-selector/?buttonText=Manage%20Settings&title=Select%20a%20Site&autoSelectOnSingleSite=true&actionUrl=https://www.wix.com/dashboard/{{metaSiteId}}/manage-website). 2. Click **Unpublish**. 3. Click **Unpublish** to confirm. Alternatively, you can unpublish your site from the Wix Editor: 1. Open your site in the Wix Editor. 2. Select **Site** in the top toolbar. 3. Click **Unpublish Site**. 4. Select **Unpublish** in the dashboard window. 5. Click **Unpublish** in the pop-up to confirm.",0cb65c6c64d2b1d3c54f04b08cd7c801334d1984fc5f07e6e1396b12fb9e1a08
q_00062,I would like to view my invoices.,"To view your invoices, you have several options depending on the type of invoice you are looking for: 1. **For Wix Stores Orders:** - Go to the Orders tab in your site's dashboard, click the relevant order, and select 'View Invoice'. You can also view all invoices by going to the Invoices tab. 2. **Using the Wix App:** - Access the Invoices section in the Wix app to review and manage your invoices. 3. **For Hopp by Wix Pro Plan:** - Log in to hopp.co, go to Settings, click Manage Plan, and then View invoices. 4. **For Wix Services:** - Visit the Billing History page in your Wix account to view invoices for services you have paid for. 5. **For Shutterstock or Google Ads with Wix:** - These invoices can also be viewed on the Billing History page.",4c851bd1efd1009bb75a387d406fb7914e906fda9016127529184916bd23aaf9;8001def9f1cf8810f2685ae0f68ee4b4bca089212d77a99e0a129a1feb80370f;040613a5d53923efc2955eb8cfaf4573d7543dd0236bf90be63e40613359e4cf
q_00063,"I'm attempting to redesign the product page of my Wix Store. I need guidance on customizing the layout, image display & button text.","To customize your store layout and image display: Click the Layout tab to select the best Product Page layout for your shop. Then, customize how images are displayed. 1. Click the Layout tab and select a layout for the Product Page. 2. Click the Stretch to full width toggle to enable it. 3. Select how you want to display image thumbnails under Show thumbnails. 4. Click the Image ratio drop-down and select a ratio. 5. Select an option under How's image resized: - Crop: Crops all images to the same size. - Fit: Maintains the images' aspect ratios. 6. Click the Zoom on image toggle to enable it (available for some layouts). Note: To preview the zoom, go to your live site. Tip: Click Reset to original layout to reset your Product Page to its original layout settings. Learn more about [displaying images in your store](https://support.wix.com/en/article/wix-stores-setting-how-store-images-are-displayed). To edit your product page button text: * Click the Text tab to edit any of the text options that can appear on the Product Page buttons. To add the wishlist feature: Go to your Editor. Go to your Product Page: Click Pages & Menu on the left side of the editor. Click Store Pages. Click Product Page.",1c468e44c3b2e17cc74bea4b83e6037bfd26c1b527d04f9641dd61c8fe54f551;e4b87cd9f38d652e0a018619be5ab7f6065f07e1bd2556d629fb34e693feff91
q_00064,How can I customize my wishlist page?,"You can customize your wishlist page by following these steps: Wix Editor: 1. Click Pages and Menu on the left side of the Editor. 2. Click Members Area. 3. Click the My Wishlist page. 4. Click the My Wishlist page in the Editor. 5. Click Settings. 6. Customize the My Wishlist page using the available options. Studio Editor: 1. Go to your editor. 2. Click Pages on the left side of the editor. 3. Click your Member Page under Members Area. 4. Click the My Wishlist page in the Editor. Tip: If not already on the page, first click the member pages, click the Member Menu, then click Manage and Navigate and select My Wishlist. 5. Click Settings. 6. Customize the My Wishlist page using the available options.",13b7554664bd39da1825c1d396cefbb0afd2d9989c1a15659dd158b0a46b916c
q_00065,I'm interested in customizing the layout of my products in a grid gallery,"To customize a Grid Gallery: 1. Go to the page in the editor containing the gallery you want to customize. 2. Click the gallery and then click the Settings icon . Then click the Layout tab and customize the gallery using the following options: - General: Click the toggle to stretch the gallery across the browser. If enabled, set margin size. Note: If enabled, selecting Responsive under Grid behavior is recommended. - Product grid: Tip: With the Fixed grid behavior setting, the settings stay the same no matter your visitor's screen size. With Responsive, the number of rows and columns adjust to the screen size, but this setting only works when the gallery is stretched to full width. - Product images: Select how the images you uploaded are displayed. Learn more - Add to Cart button: Choose where the button is placed. Note: If the button is placed on the image, the Quick View button won't be displayed. - Product info: Choose a product card layout option and customize it. - Product options: Click the toggles to display only color options or limit the color options. - Ribbons: Select where the ribbon appears and adjust padding.",1c468e44c3b2e17cc74bea4b83e6037bfd26c1b527d04f9641dd61c8fe54f551
q_00066,I'm a sole trader in the UK. What account type is best for me?,"UK sole proprietors are required to submit a Unique Taxpayer Reference (UTR) number as well as a business bank account when setting up their Wix Payments account. If you haven't registered for a UTR, or possess only a personal bank account, you can choose an Individual account instead.",49d9e88fadbf11fa4e685c847590078ff9394c2fe7566094f504f53ca4aca465
q_00067,Im encountering an error with Wix Payments regarding region or currency.,"Payment was declined by payment service provider because the currency used is not supported. Wix Payments is currently only available in the following countries and currencies: Austria (EUR) Belgium (EUR) Brazil (BRL) Canada (CAD) Finland (EUR) Germany (EUR) Ireland (EUR) Italy (EUR) Lithuania (EUR) Netherlands (EUR) Portugal (EUR) Spain (EUR) Switzerland (CHF) United Kingdom (GBP) United States (USD) Contact [your payment provider] (https://support.wix.com/en/article/receiving-payouts-from-third-party-payment-providers) to ask if the currency you are using is supported. If not, you can do one of the following: [Change your payment provider] (https://support.wix.com/en/article/changing-your-payment-provider-for-accepting-credit-card-payments): Go to [Accept Payments] (https://www.wix.com/my-account/site-selector/?buttonText=Set%20Up%20Payments&title=Select%20a%20Site&autoSelectOnSingleSite=true&actionUrl=https:%2F%2Fwww.wix.com%2Fdashboard%2F%7B%7BmetaSiteId%7D%7D%2Fpayments%2F) on your site's dashboard. Tip: Check your business location at the top right. If incorrect, click the drop-down menu to change it. Click Connect next to Wix Payments, or click See More Payment Options. Click See Options beside Third-Party Credit / Debit Card Providers (if you don't see your preferred provider). Click Connect beside the provider you want to change to. Click Yes, Switch to confirm your new provider. Connect your account: Have an account: Click Connect Existing Account and follow the steps to connect your account. Don't have an account: Click Create an Account and follow the steps to create your account. [Change your currency for accepting payments] (https://support.wix.com/en/article/setting-your-currency-for-accepting-payments); [Go to Settings] (https://www.wix.com/my-account/site-selector/?buttonText=Open%20Settings&title=Select%20a%20Site&autoSelectOnSingleSite=true&actionUrl=https://www.wix.com/dashboard/{{metaSiteId}}/settings) in your site's dashboard. Click Language & Region. Scroll down to Currency and use the drop-down menu to select your currency. Click Save.",88f6b5848f6f662d7fe9d69f2708f00c75067894320261c58578ad0ed732baa9;9bf18dc24fbe1699beea4ea50fe1ac0ccdfe811623662cd87c6dd78ac9100d78
q_00068,Im encountering an issue with my payment settings on my unpublished website. The error message says that payouts are on hold.,"Payouts are placed on hold if there is an issue blocking your payout. The held amount includes the payout on hold, plus any other available funds that cannot be sent to your bank because of the issue. Once the issue has been identified and resolved, the payout will be added to your next [scheduled payout](https://support.wix.com/en/article/scheduled-payouts-in-wix-payments). Payouts are placed on hold if: You have a failed payout. You have an unresolved [verification issue] (https://support.wix.com/en/article/wix-payments-verification-process). Please click on the payout in your Wix Payments dashboard to see the reason for the payout failure and for instructions on how to resolve it. If it is a failed payout: There are many reasons why a payout may fail, such as incorrect bank account details, or even your bank changing ownership. To help avoid payout failures, we recommend you follow the 2 troubleshooting steps below: Step 1 | Verify the bank details associated with your Wix Payments account: Make sure that you've registered your bank account details correctly: The bank account holder's name must match the name of the Wix Payments account owner. For example, if you've registered to Wix Payments under Lisa Harrison but the associated bank account is listed as """"Lisa's Cupcakes"""", the transfer will fail. 1. [Go to Accept Payments] (https://users.wix.com/signin?originUrl=https%3A%2F%2Fwww.wix.com%2Fmy-account%2Fsite-selector%3FbuttonText%3DSet+Up+Payments%26title%3DSelect+a+Site%26autoSelectOnSingleSite%3Dtrue%26actionUrl%3Dhttps%3A%2F%2Fwww.wix.com%2Fdashboard%2F%7B%7BmetaSiteId%7D%7D%2Fpayments%2F&postLogin=https%3A%2F%2Fwww.wix.com%2Fmy-account%2Fsite-selector%3FbuttonText%3DSet%2BUp%2BPayments%26title%3DSelect%2Ba%2BSite%26autoSelectOnSingleSite%3Dtrue%26actionUrl%3Dhttps%253A%252F%252Fwww.wix.com%252Fdashboard%252F%257B%257BmetaSiteId%257D%257D%252Fpayments%252F&overrideLocale=en&forceRender=true) in your site's dashboard. 2. Click Manage next to Wix Payments. 3. Click Edit Account Details next to Account Details. 4. Check the information listed under Bank Details. If necessary, correct it and click Save. Step 2 | Verify that your bank account can receive EFT payments: Wix Payments sends payouts to your bank account as EFT payments (Electronic Funds Transfer). If you're located in the US, the payouts are sent as ACH transfers. If you have a failed payout, you should verify with your bank that your account can receive such a transfer. If your account cannot receive EFT payments, update your settings to a different bank account that can receive them. Make sure that the account details match, as described in step 1 above. As soon as your payment details are updated, and your new account details have been verified, the funds will be included in your next scheduled payout.",9dbf43e1a13c691c4ac016af067a723ca51613c639d878f7c556dd1a1fbc3018;04997ca3b0a1736557e6895e2eecc51ccd581a1982afa647b5ebf835e68d4deb
q_00069,"Im experiencing an issue with my website automation. Despite receiving form submissions, the trigger for my automation is not working. The automation is set to trigger immediately after the form submission.","To troubleshoot the issue of your automation not triggering after form submissions, consider the following steps: Step 1 | **Check the Automation Summary**: View the statistics of an automation to see how many times it has been triggered, as well as the most recent activity. 1) Go to Automations](https://www.wix.com/my-account/site-selector/?buttonText=Open%20Wix%20Automations&title=Select%20a%20Site&autoSelectOnSingleSite=true&actionUrl=https://www.wix.com/dashboard/{{metaSiteId}}/triggers/) in your site's dashboard. 2) Click the relevant automation and view statistics information in the panel on the right. Step 2 | **Verify the Trigger App and Filter**: Check that the right trigger app and filter (session, event, form, etc.) was set Each automation is linked to a specific app (for example, Wix Stores or Wix Bookings). You choose the app when you set your trigger. 1) [Go to Automations](https://www.wix.com/my-account/site-selector/?buttonText=Open%20Wix%20Automations&title=Select%20a%20Site&autoSelectOnSingleSite=true&actionUrl=https://www.wix.com/dashboard/{{metaSiteId}}/triggers/) in your site's dashboard. 2) Hover over the relevant automation and click the More Actions icon ![](https://d2x3xhvgiqkx42.cloudfront.net/12345678-1234-1234-1234-1234567890ab/be0b50df-801c-4d6d-b81c-dc49333eccac/2022/06/13/f9f288b6-e50a-40a5-883c-760ea19977d4/a6310292-8619-4733-a7a7-88933f302063.png). 3) Click **Edit**. 4) Check the selected trigger, making any updates necessary. 5) Click **Save**. Step 3 | **Check that the right form is selected as part of your trigger**: If you've set a specific form to trigger your automation (rather than any form), make sure you've selected the right Step 4 | **Check that the email field is the correct form field type**: Access the form in your Editor to [manage its fields](https://support.wix.com/en/article/wix-forms-managing-your-form-fields). Hover over your email field to make sure its title is **Email Field**. Step 5 | **Check that the email field is synced with an email field in your Contact List**: The email field in your form needs to be synced to your Contact List. The field synced must be either**Email**or **Email (Main)**. If it’s anything else, it won't work as an email field. After your visitor submits such a form, a contact is not created and an automated email cannot be sent. Step 6 | **Check if you hold multiple emails addresses for one contact**: [Access your contact's contact card](https://support.wix.com/en/article/wix-contacts-managing-your-contact-list) to see if you hold multiple email addresses for them. If a contact has multiple email addresses, usually automated emails are sent to an additional email rather than the contact's main/primary email. Contacts you hold only one email address for are not affected. If you're logged in and testing your form using multiple email addresses, your site will recognize that these are all from your login and will merge them under one contact. For this reason, the automation will not be delivering emails as you may expect. Step 7 | **Check the frequency**: Check if the automation was set to run once per contact. If you've set your automation to **Send once per contact**, it only runs the first time your visitor (or you, if you're testing your automation) performs the action. * [Go to Automations](https://www.wix.com/my-account/site-selector/?buttonText=Open%20Wix%20Automations&title=Select%20a%20Site&autoSelectOnSingleSite=true&actionUrl=https://www.wix.com/dashboard/{{metaSiteId}}/triggers/) in your site's dashboard. *Hover over the relevant automation and click the More Actions icon ![](https://d2x3xhvgiqkx42.cloudfront.net/12345678-1234-1234-1234-1234567890ab/be0b50df-801c-4d6d-b81c-dc49333eccac/2022/06/13/f9f288b6-e50a-40a5-883c-760ea19977d4/a6310292-8619-4733-a7a7-88933f302063.png). * Click **Edit**. * Click the **Timing** drop\-down. * In the **Limit frequency to** drop\-down, check if **Once per contact** is selected. Update if necessary. * Click **Save**.",91eeefd48d7dcfda197a6162b7259e942579b5e6a53f50def1b09fecaad9ee1d;c767f27f3884550a922260527f188d9b32ded399a5f36d4f0b060253348764ed
q_00070,"Im experiencing trouble with the website editor. Theres a stray logo on the published version that doesnt show up in the editor, making it impossible to correct.","If you are unable to select or find an element in the editor, it is possible that it has been placed behind another element. Follow the steps below to locate and select your elements in the editor. ## Use the Layers panel to locate an element If an element is placed outside the editor gridlines or behind another element, you may not be able to see it on your screen. Use the Layers panel to locate the element on the page. ## To open the Layers panel and find elements: 1. [Go to your editor](https://manage.wix.com/account/site-selector/?actionUrl=https%3A%2F%2Fwww.wix.com%2Feditor%2F%7BmetaSiteId%7D%3FeditorSessionId%3D%7Besi%7D%26). 2. Click the **Layers** icon ![](https://lh6.googleusercontent.com/gK9dfcU80SWT9YOMhPhN62hW4YUDMmaf17w7O0LfSHLFn46W1Nugy_36zibPxclwtc5OmziXxiJ-zGwzz956EAjx8MqPYVd_i7KRCOZU9Sq7-7KUE-tjh3C5Lhgyto4oz9h2J5E5-59p__W4gjiJwg) at the bottom of your editor. 3. Click **Header**, **Page** or **Footer**. 4. Find the relevant element on the list and click to select it. ## Use Ctrl + Shift + M to toggle through your elements If you see an element on your live site or in Preview mode, but not in the editor, it might be placed outside of the site's gridlines. Toggle through your page elements to locate the element. To toggle through elements on a page: 1. Hold down Ctrl (Cmd on Mac) + Shift on your keyboard. 2. Press M to scroll through the elements on your site until you reach the desired element.",be8f488cde5a1ed4c46d21398144c082d689a03c700094b17d1c9ebb1ee6902e
q_00071,"Im having trouble applying a 50% off coupon in Wix Stores. Its not applying the discount, and I need assistance with this issue.","Check If the Coupon is Out-of-Date: When creating a coupon, you can limit when it can be used. For example, a ""June Sale"" coupon might be active from June 1 to June 30. Customers trying to use it outside these dates will be unable to apply the coupon. Edit the dates to extend the validity if necessary. Check the Visibility of the Promo Code Link: Ensure the ""Enter a promo code"" link is enabled. Verify that the font color of the link contrasts with your site's background color so it is visible. Ensure the Coupon is Activated: If a coupon is deactivated, customers will not be able to use it. Reactivate the coupon in your settings if needed. Check If the Coupon Reached Its Usage Limit: Coupons can be limited by total usage or to one use per person. For example, the first 50 people to use a discount. If the coupon has exceeded its usage limits, it won't be applicable for more customers. Verify the Coupon Code Format: Customers may mistakenly add spaces to the coupon code (e.g., ""March Madness"" instead of ""MarchMadness""), rendering it invalid. Advise customers to copy and paste the coupon code carefully without any additional spaces.",dbe0a26325502a70afa42a8484e6e062fc31132896f4319cb0fc34f834551ee0
q_00072,Im having trouble figuring out which PayPal account is connected to my site and where a payment went after connecting a second account.,To see what provider account is connected to your site Go to [Accept Payment] (https://www.wix.com/my-account/site-selector/?buttonText=Set%20Up%20Payments&title=Select%20a%20Site&autoSelectOnSingleSite=true&actionUrl=https://www.wix.com/dashboard/%7b%7bmetaSiteId%7d%7d/payments/) on your sites dashboard. Click Manage next to the payment provider/method you want to check. View your current provider credentials in the account information section.,ad7a6f1f5851bf2c4bc738d6223bb1546e78c7b7f3317d721b67181cd675c5a8;d487a621f0535cd8d7c717d614c18d36b49841066c8dd641967d05be5205b6c9
q_00073,Im having trouble finding the address section in the rooms of Wix Hotels. Can you help me with this?,"To add an address to a room: 1. Go to your [site's dashboard](https://www.wix.com/my-account/site-selector/?buttonText=Go%20to%20Dashboard&title=Select%20a%20Site&autoSelectOnSingleSite=true&actionUrl=https://www.wix.com/dashboard/{{metaSiteId}}/home/). 2. Click the **Hotels** tab on the left. 3. Click the **Rooms** tab. 4. Click the **Edit** icon for an existing room type or click **Create New** to add a new one. 5. Scroll down to the **Address** section. 6. Click the **Show map location** toggle to enable the address option. 7. Enter the city, state, and country of the property. 8. Enter the street address of the property. 9. Enter the zip code of the property. 10. Click **Save** at the bottom of the page.",b3e00d9ee8731d8ba3a2b6a598661814748800e26861ceae1043dd13aedcf7be
q_00074,"Im having trouble finding the arrows and the ""Change Slide Background"" option in a full-width slideshow on Wix.",## To change the background of your slideshow: 1. Click the slideshow in the editor. 2. Click the arrows next to the slide number to navigate to the relevant slide. 3. Click Change Slide Background. ## To display buttons or arrows on your slideshow: 1. Click your slideshow in the Editor. 2. Click the Layout icon and choose what you want to display: 3. Show navigation arrows: Enable the toggle to display the arrows.,79455d545b2391bcf2def8c7df43ee5d3ae9aab18a36e789313c94e1f8765be8;261156aa199b397241f9cee31209331949be17ff75a2a42e53c561f2fd676951
q_00075,Im having trouble finding the payments section in my Wix dashboard to refund a recurring payment made through Wix Payments.,"To find the payments section in your Wix dashboard and refund a recurring payment made through Wix Payments, follow these steps: 1. Go to your site's dashboard by logging into your Wix account. 2. Navigate to the [Payments section](https://www.wix.com/my-account/site-selector/?buttonText=Go%20to%20Your%20Transactions&title=Select%20a%20Site&autoSelectOnSingleSite=true&actionUrl=https:%2F%2Fwww.wix.com%2Fdashboard%2F%7B%7BmetaSiteId%7D%7D%2Fpayments-dashboard/?referralInfo=KB_Article) in your site's dashboard. 3. Click on the payment you wish to refund. 4. Click **Refund** and enter the amount to refund and a note if needed. 5. Click **Refund** again to confirm.",8cb92704d3a87aa92be4860f006c3f7a959143b5f8cf4f962940508288b0dc04
q_00076,Im having trouble resizing the gallery widget in the desktop editor.,"Depending on your needs, there are two ways to change the size of your gallery: using the stretch handles to make it bigger or smaller, or stretching it to full width. Resizing a gallery with the stretch handles Click the relevant gallery in your Editor. Click and drag the handles on the gallery's edges to resize it. Note: If you're unable to resize your gallery using the stretch handles, it's probably already set to full width. You can [disable this option] (https://support.wix.com/en/article/wix-editor-changing-your-gallerys-layout#stretching-a-gallery-to-full-width) if needed. Stretching a gallery to full-width Click the gallery in the Editor. Click the Stretch icon . Click the Stretch to full width toggle: Enabled: The element is stretched to the full width to fit your screen. Disabled: The element is not stretched to fit your screen. (Optional) Drag the Margins slider to increase or decrease the space on either side of the gallery.",be7dc55f18f09992ba827908f0e022346f4e05c76aabd81090798aa28714ff0d
q_00077,"Im having trouble updating the terms & conditions checkbox at checkout in Wix Stores. I confirmed that I have a ""Products"" section in my sites dashboard.","To update the terms & conditions checkbox at checkout in Wix Stores, you can follow these steps: 1. Go to your site's dashboard and navigate to the Checkout Settings. 2. Click on 'Customize your checkout'. 3. Click on 'Policies'. 4. Select the checkbox next to the 'Terms & Conditions' policy you want to display. 5. Enter the policy text. 6. To make it mandatory for customers to agree to these terms before completing checkout, enable the 'Policy agreement checkbox' toggle. Tip: As soon as you select the checkbox next to a policy and enter text, it's displayed in the footer of your Checkout Page.",2dc662f80a2af9aa209981a6aba1962f140573cba262184f4240b67a1d26772a
q_00078,"Im having trouble with a popup that says ""You cant order this plan at the moment"" on my Wix site. When I cancel the popup, I can see the plan with a ""buy"" button. I would like instructions on how to enable guest checkout for my pricing plans.",To enable guest checkout: [Go to Pricing Plans Settings](https://www.wix.com/my-account/site-selector/?buttonText=Manage%20Pricing%20Plans%20Settings&title=Select%20a%20Site&autoSelectOnSingleSite=true&actionUrl=https://www.wix.com/dashboard/{{metaSiteId}}/membership-settings) in your site's dashboard. Click the Checkout tab. Click to enable the Guest checkout toggle.,8309620f90a06cbd6b28930591ae59e9f479687ecac060543c69b26214815aab
q_00079,"Im having trouble with my site not being indexed by Google. Ive checked that my site is published and not password protected, but its still not being indexed.","Please follow these steps: 1. Make sure that search engines can index your site You can choose whether or not to allow search engines to index your site in your [SEO Settings] (https://support.wix.com/en/article/customizing-your-seo-settings-1420929). It's important to let search engines index your site if you want it to appear in search engine results. 1. Go to your [SEO Dashboard] (https://manage.wix.com/my-account/site-selector/?siteType=HtmlWeb&actionUrl=https://www.wix.com/dashboard/{{metaSiteId}}/seo-home?referralInfo=KB-f3388913-140f-47a9-b2ba-4bf86b60e04e&title=Select%20a%20Site&buttonText=Go+to+SEO). 2. Select Go to SEO Settings under Tools and settings. 3. Make sure the Let search engines index your site toggle is enabled. 2. Check the index status of your page If you're not sure about the index status of a page, you can use [Google's URL Inspection tool] (https://support.google.com/webmasters/answer/9012289) or [the Wix Site Inspection tool] (https://support.wix.com/en/article/wix-site-inspection-an-overview) to check it. These tools can tell you if your page is indexed or if there are any issues that are preventing it from being indexed. 3. Check if your pages has any redirects Wix's URL Redirect Manager lets you create 301 redirects for pages on your site. 301 redirects tell web browsers that the URL of a page on your site has changed permanently to a new URL. It also tells browsers that visitors who try to access the page's old URL should be sent to the new URL instead. If your page has a 301 redirect and the page doesn't appear in search results, try deleting the redirect. 1. [Go to your SEO Dashboard] (https://manage.wix.com/my-account/site-selector/?siteType=HtmlWeb&actionUrl=https://www.wix.com/dashboard/{{metaSiteId}}/seo-home?referralInfo=KB-f3388913-140f-47a9-b2ba-4bf86b60e04e&title=Select%20a%20Site&buttonText=Go+to+SEO). 2. Select Go to URL Redirect Manager under Tools and settings. 3. Hover over the 301 redirect that you want to delete. 4. Click the Delete icon . 4. Submit Sitemap: Make sure your sitemap is submitted to Google. Wix automatically submits your sitemap, but you can also do it [manually via Google Search Console] (https://support.wix.com/en/article/submitting-your-sitemap-and-urls-directly-to-search-engines). However, search engines cannot guarantee that every page of your site will be indexed. It's important to note that this is perfectly normal in many cases.",5fbc47de05f77213b05973a3ad35aa082c84b11e939a70914ed66ab02fc8b617
q_00080,"Im having trouble with the verification process for my Wix Payments account. Specifically, my documents arent being accepted.","During the verification process, Wix may request that you send some documents in order to verify your Wix Payments account. Photo ID: - Your photo ID must meet the following requirements: - Your photo ID can be a passport, driver's license or a government issued ID card - Your photo ID must be active and non-expired - The photo must be in color - Your first, middle and last name in your Wix Payments account must match those of your ID - Your birth date in your Wix Payments account must match that of your ID - For passports with a Machine-Readable Zone (MRZ), the MRZ must be visible. - For driver's licenses or government issue ID cards, send a separate file for each side - Documents must be sent in one of the following: HEIC, JPEG, JPG, PDF, PNG - The maximum file size is 10 MB - The minimum file size is 1 KB for PDF, 100 KB for other formats Address Verification Document: Provide a document, such as utility bill, which verifies the address you have submitted. Your address verification document should meet the following requirements: - Documents must be visible and clear - Documents must be dated within the last six months - Complete documents must be uploaded. A complete document is defined as: One full page of the document (at minimum) The full name and address of the individual are clear and visible - Documents must be sent in one of the following: HEIC, JPEG, JPG, PDF, PNG Bank Details: To verify your bank details, you can provide one of the following documents: - A bank statement - A voided check - A bank letter signed by the branch See below for the requirements for uploading each of these types of documents. Bank statement: Provide a color copy of your statement The bank logo should be visible and clear The full bank account number should be visible and clear The document must have been issued within the last 12 months The bank account holder’s name should be visible and clear and match the owner of the Wix Payments account for a personal Wix Payments account The name of the business checking account needs to be visible and clear and match the legal name of the business listed on the company document, and also the legal company name in your Wix Payments dashboard for a business Wix Payments account Voided check: The word ""VOID"" should appear on the check The bank's logo should be visible and clear The bank account number should be visible and clear Bank account holder/company name must be printed, not handwritten The check must be issued and printed by the bank Voided check must not be part of a direct deposit form The bank account holder’s name should be visible and clear and match the owner of the Wix Payments account for a personal Wix Payments account The name of the business checking account needs to be visible and clear and match the legal name of the business listed on the company document, and also the legal company name in your Wix Payments dashboard for a business Wix Payments account Bank letter: The bank logo should be visible and clear The bank account number should be visible and clear The letter must be issued and printed by the bank The document must have been issued within the last 12 months The letter must have a bank agent signature The bank account holder’s name should be visible and clear and match the owner of the Wix Payments account for a personal Wix Payments account The name of the business checking account needs to be visible and clear and match the legal name of the business listed on the company document, and also the legal company name in your Wix Payments dashboard for a business Wix Payments account Banking documents may be rejected if: The document is blurry The document is not legible (font too small) The document is torn or damaged The document is rotated or upside down The image is a mobile screenshot The full account numbers are not displayed The name/company on your document do not match details in your account The account numbers are incorrect It is not a bank statement, but a direct deposit form The voided check is not printed by a financial institution Please also note: Documents must be sent in one of the following: HEIC, JPEG, JPG, PDF, PNG The maximum file size is 10 MB The minimum file size is 1 kB for pdf, 100 kB for other formats Company details: Your business document must meet the following requirements: The tax ID/registration number should be visible and clear The company name should be visible and clear and match the business details in your Wix Payments account The document must have been issued within the last 12 months Documents must be sent in one of the following: HEIC, JPEG, JPG, PDF, PNG The maximum file size is 10 MB The minimum file size is 1 kB for PDF, 100 kB for other formats Important: All documents* must be issued within the same country you select as your business location. Documents may be rejected if issued from another country. (*For a business Wix Payments account, your ID may be issued from any [Wix Payments supported country] (https://support.wix.com/en/article/about-wix-payments).",c8783e7cee11b09c015c396cebcd60a7c1c93a4be6d73383d41d11369527cde3
q_00081,What are the collection limits in Wix Store?,"To ensure that the Wix Stores platform remains stable and that your online store is usable and fast, Wix has set the following limitations: - Products: You can upload up to 50,000 products from the Wix Stores Dashboard manually or by CSV import. - Product Options per Product: Each product can have up to 6 product options (e.g. color, size, material). - Choices per Product Option: Each product option (e.g. size) can have up to 100 option choices (e.g. Green, Blue) - Product Variants: You can create up to 1,000 variants per product.",80f713366c2599da0c718797a8174799885289c8c050fccccb21442a90f0c03a
q_00082,"How do the payment processing fees for credit card, PayPal, and Apple Pay work in Canada?",Wix payments fees for Creditcard and apply pay are as follows Credit/Debit Card: 2.9% of the transaction amount + 0.30 CAD Apple Pay: 2.9% of the transaction amount + 0.30 CAD for PayPal it varies by location please [contact PayPal](https://www.paypal.com/ca/smarthelp/contact-us) them for more information,db8689fb79cbb114d40d38ef89019ee4ee0498e18d25fcd9d53fc2fa42a27f80;7a49619f637ed0508bca64c0995e2726276d8faba2907d97350e0f01384709af
